,kills,headshotKills,heals,damageDealt,DBNOs,walkDistance,predicted_winPlacePerc,winPlacePerc,error
36,1,0,0,154,0,168,28.049684946533322,14,-14.049684946533322
37,0,0,0,0,0,24,6.799604483224347,0,-6.799604483224347
38,1,0,1,100,0,1628,73.58100103833011,69,-4.581001038330115
39,2,2,11,200,0,2164,80.46600994628587,83,2.5339900537141347
40,0,0,5,91,0,1245,66.9028208056718,85,18.097179194328206
41,0,0,0,0,0,0,2.6800779457914206,2,-0.6800779457914206
42,0,0,0,0,0,211,26.711734999265154,25,-1.711734999265154
43,0,0,0,0,0,28,7.291219128470744,10,2.708780871529256
44,0,0,0,0,0,1971,69.96445513528572,91,21.035544864714282
45,0,0,0,0,0,61,12.987675881432406,11,-1.9876758814324056
46,1,0,0,100,0,45,12.547089291640631,42,29.45291070835937
47,0,0,0,0,0,104,17.939711418381307,27,9.060288581618693
48,0,0,0,0,0,523,40.78514674520999,27,-13.785146745209993
49,0,0,0,13,0,960,54.60502834610145,46,-8.605028346101449
50,0,0,0,38,0,1941,70.92424335531219,69,-1.9242433553121856
51,0,0,0,51,0,1411,61.13720323780336,94,32.86279676219664
52,1,0,1,100,0,985,57.1667502536118,66,8.833249746388198
53,0,0,1,6,0,324,41.501036001910514,50,8.498963998089486
54,1,0,0,146,0,1070,60.51462412771186,68,7.485375872288138
55,1,0,0,100,0,362,37.97293033081661,25,-12.97293033081661
56,1,0,1,77,0,2489,82.23453329058322,77,-5.234533290583215
57,0,0,0,0,0,253,28.76872946795408,17,-11.768729467954081
58,10,2,2,960,0,2738,93.89431175703149,100,6.105688242968512
59,0,0,0,0,0,0,2.6800779457914206,10,7.319922054208579
60,0,0,0,0,0,913,55.21785666439455,64,8.782143335605447
61,5,4,2,569,0,2307,89.63399684873669,91,1.366003151263314
62,0,0,0,48,0,916,51.165348604993454,38,-13.165348604993454
63,2,0,6,209,0,1743,79.81823624257852,75,-4.8182362425785215
64,5,2,7,383,0,1804,89.73494199491597,83,-6.734941994915971
65,2,0,2,271,0,2010,82.35139569835266,97,14.648604301647339
66,0,0,2,23,0,408,43.25294131668509,49,5.747058683314911
67,0,0,0,82,0,0,2.019029965489297,0,-2.019029965489297
68,4,1,3,486,0,2869,91.08291006662274,84,-7.082910066622745
69,0,0,0,10,0,4,2.9506202999856845,2,-0.9506202999856845
70,0,0,0,0,0,75,14.193568459484084,20,5.806431540515916
71,1,0,0,154,0,1882,74.50482580072291,48,-26.504825800722912
72,0,0,0,46,0,55,12.897094589014669,37,24.10290541098533
73,0,0,0,0,0,232,28.331156890536555,21,-7.331156890536555
74,0,0,0,0,0,115,19.73168685836574,25,5.268313141634259
75,5,0,22,668,0,2441,94.70484494988993,98,3.2951550501100684
76,0,0,0,0,0,217,28.308367182263254,27,-1.3083671822632539
77,0,0,0,0,0,1073,53.28374806139788,73,19.71625193860212
78,0,0,0,0,0,17,5.487120864008461,2,-3.487120864008461
79,2,0,1,255,0,1193,69.14210949609227,87,17.857890503907726
80,0,0,0,0,0,234,28.331156890536555,10,-18.331156890536555
81,0,0,0,0,0,1240,55.285553607876615,60,4.714446392123385
82,4,2,4,666,0,1393,80.52237651529616,67,-13.522376515296159
83,1,1,2,308,0,2452,90.15780203255076,88,-2.1578020325507623
84,0,0,0,86,0,21,7.34324160127596,13,5.65675839872404
85,0,0,0,0,0,86,15.720948365825574,9,-6.720948365825574
86,1,0,0,100,0,516,44.211350563491806,51,6.788649436508194
87,2,2,5,436,0,988,72.55797546406804,88,15.442024535931964
88,1,0,0,100,0,58,15.567985717378157,10,-5.567985717378157
89,0,0,0,0,0,0,2.6800779457914206,0,-2.6800779457914206
90,0,0,4,0,0,1494,60.454794719095375,71,10.545205280904625
91,1,1,3,212,0,647,56.85433483614949,94,37.14566516385051
92,0,0,0,0,0,29,7.291219128470744,1,-6.291219128470744
93,0,0,0,97,0,59,14.710124157379443,3,-11.710124157379443
94,3,0,0,390,0,1203,69.72049165883232,94,24.279508341167684
95,0,0,0,0,0,0,2.6800779457914206,0,-2.6800779457914206
96,0,0,0,0,0,723,45.314961194675526,29,-16.314961194675526
97,3,0,1,299,0,537,49.72843431045425,53,3.2715656895457528
98,2,1,0,175,0,2579,84.6873053849697,75,-9.687305384969704
99,0,0,7,128,0,1271,70.70857648994675,83,12.29142351005325
100,0,0,0,28,0,110,20.146783599920084,24,3.8532164000799156
101,0,0,0,19,0,360,35.05197949266968,28,-7.05197949266968
102,1,0,0,148,0,358,38.7526022560494,36,-2.7526022560494
103,0,0,0,0,0,2,8.156915483886115,9,0.8430845161138851
104,3,0,4,416,0,1527,79.99181746596201,87,7.008182534037985
105,0,0,0,0,0,279,29.00817325801139,31,1.9918267419886106
106,3,2,1,337,0,2960,89.25028199203796,91,1.749718007962045
107,1,0,0,154,0,54,17.121571173265824,10,-7.121571173265824
108,0,0,0,0,0,0,2.6800779457914206,0,-2.6800779457914206
109,0,0,0,45,0,240,28.17306226960649,28,-0.17306226960648985
110,2,1,3,200,0,1337,66.85785583686344,62,-4.857855836863436
111,0,0,0,18,0,0,1.1977514383701464,100,98.80224856162985
112,5,0,3,445,0,1652,93.22329483433069,100,6.776705165669313
113,1,0,0,186,0,878,52.785922229356494,44,-8.785922229356494
114,0,0,1,0,0,1829,73.1499503868974,82,8.850049613102598
115,1,0,0,133,0,1145,59.46156534995232,55,-4.461565349952323
116,6,4,4,614,0,2976,95.97645919164921,98,2.0235408083507878
117,1,0,0,151,0,894,52.67433767908033,31,-21.67433767908033
118,0,0,0,148,0,0,6.2257333639177475,0,-6.2257333639177475
119,0,0,0,0,0,742,46.09349200589414,50,3.9065079941058585
120,0,0,0,0,0,864,51.17803258232694,58,6.821967417673058
121,0,0,0,41,0,836,50.94985528883097,46,-4.9498552888309675
122,0,0,0,0,0,1043,49.34803841231646,55,5.651961587683537
123,2,0,2,222,0,1084,70.75112389940927,48,-22.751123899409265
124,0,0,0,93,0,1001,55.469514589157306,44,-11.469514589157306
125,0,0,0,0,0,461,37.32447285565686,47,9.675527144343143
126,7,1,0,711,0,3822,89.47447658696203,100,10.525523413037973
127,0,0,0,0,0,34,8.763076317647933,0,-8.763076317647933
128,0,0,0,61,0,1217,60.91817323922852,68,7.081826760771477
129,1,0,0,151,0,218,31.084108581947884,47,15.915891418052116
130,1,0,0,100,0,685,49.70296675403901,41,-8.70296675403901
131,6,2,3,440,0,3004,96.78110331733598,91,-5.781103317335976
132,0,0,0,0,0,0,2.6800779457914206,26,23.31992205420858
133,1,1,8,100,0,1261,71.6528194167813,55,-16.6528194167813
134,0,0,0,59,0,50,13.03054773507918,9,-4.03054773507918
135,0,0,0,5,0,1538,64.5266188817522,54,-10.5266188817522
136,1,0,5,100,0,415,43.03733909680525,31,-12.037339096805248
137,1,0,2,104,0,1537,81.60559041765211,66,-15.60559041765211
138,5,1,3,417,0,3574,93.69267512636014,100,6.307324873639857
139,0,0,0,0,0,403,35.25976826247025,19,-16.259768262470253
140,1,1,1,101,0,969,62.630704009089825,60,-2.6307040090898255
141,0,0,0,0,0,26,7.291219128470744,11,3.708780871529256
142,1,0,3,196,0,3607,88.3167625065659,93,4.683237493434106
143,2,0,4,278,0,2085,84.8319139969207,79,-5.831913996920704
144,0,0,0,0,0,1344,61.42548218167608,70,8.574517818323919
145,0,0,0,0,0,233,28.331156890536555,34,5.668843109463445
146,2,1,0,266,0,1648,75.25197891481771,67,-8.251978914817713
147,0,0,1,54,0,1612,72.44124437521144,91,18.55875562478856
148,1,1,1,245,0,554,48.688469898363614,56,7.311530101636386
149,1,0,0,225,0,3917,85.73068759594896,72,-13.730687595948964
150,2,0,3,263,0,1184,75.22426730221916,46,-29.22426730221916
151,0,0,0,52,0,1577,68.03754370751068,73,4.962456292489321
152,1,1,0,22,0,1073,64.34375714236073,92,27.65624285763927
153,4,1,0,375,0,2665,89.63634219244095,91,1.3636578075590506
154,1,0,1,182,0,1413,78.63291725166401,76,-2.6329172516640114
155,1,1,0,100,0,3581,83.6325651633694,92,8.367434836630594
156,0,0,0,0,0,1003,55.25906182215318,65,9.740938177846822
157,0,0,1,405,0,0,32.73755871580382,0,-32.73755871580382
158,0,0,0,70,0,80,17.282177478249785,9,-8.282177478249785
159,1,0,0,251,0,911,58.964842705067255,63,4.035157294932745
160,1,0,0,100,0,1645,67.25568929592423,65,-2.2556892959242276
161,2,1,0,223,0,173,32.62523436303134,29,-3.625234363031339
162,0,0,0,0,0,12,5.208148096438008,6,0.7918519035619918
163,0,0,2,43,0,2110,75.06441222937796,81,5.9355877706220355
164,1,0,6,163,0,661,52.01742344155775,68,15.982576558442247
165,0,0,0,0,0,0,2.6800779457914206,17,14.319922054208579
166,0,0,0,0,0,8,4.987900930996676,3,-1.987900930996676
167,5,0,3,424,0,843,73.167653586779,92,18.832346413221003
168,11,2,0,877,0,1265,62.595255148423455,100,37.404744851576545
169,3,0,2,381,0,2446,89.23221256428911,84,-5.232212564289114
170,0,0,0,0,0,1042,51.809207580384985,58,6.190792419615015
171,0,0,0,49,0,24,7.820894417899673,5,-2.820894417899673
172,0,0,0,0,0,778,48.021268303286284,50,1.9787316967137158
173,2,0,2,176,0,2209,86.16264284680986,78,-8.16264284680986
174,3,0,0,300,0,1682,83.05211401820297,76,-7.052114018202971
175,0,0,0,1051,0,0,5.718175799818694,0,-5.718175799818694
176,0,0,0,0,0,985,52.732140960139155,66,13.267859039860845
177,1,0,0,175,0,1373,66.03899540948959,59,-7.038995409489587
178,0,0,0,25,0,492,41.23604275588836,32,-9.236042755888363
179,2,0,2,380,0,1468,80.07542979763114,90,9.924570202368855
180,0,0,1,41,0,1141,61.90525212220455,52,-9.905252122204551
181,0,0,0,0,0,0,2.6800779457914206,0,-2.6800779457914206
182,1,0,6,100,0,780,55.444473081488766,62,6.555526918511234
183,0,0,0,0,0,501,40.52112046812773,28,-12.521120468127727
184,0,0,0,0,0,44,10.11270540410402,8,-2.1127054041040196
185,0,0,0,0,0,0,2.6800779457914206,0,-2.6800779457914206
186,2,0,0,200,0,918,57.28505190505951,48,-9.285051905059511
187,3,3,12,448,0,1623,87.21208114492401,63,-24.212081144924014
188,0,0,0,0,0,101,17.939711418381307,31,13.060288581618693
189,0,0,0,0,0,706,45.314961194675526,68,22.685038805324474
190,1,1,1,90,0,2681,83.72455329645997,91,7.275446703540027
191,1,0,0,54,0,210,31.56017946112403,30,-1.5601794611240294
192,0,0,0,108,0,449,39.311479242452776,47,7.688520757547224
193,0,0,0,0,0,6,6.029909701480025,0,-6.029909701480025
194,0,0,4,0,0,109,25.94073403042576,23,-2.9407340304257588
195,0,0,0,0,0,1037,53.8692331658147,52,-1.8692331658146983
196,2,0,10,207,0,1505,75.45867057481789,91,15.541329425182113
197,4,1,2,281,0,2135,88.292848368861,96,7.7071516311389985
198,1,0,7,149,0,2783,84.71550868185923,96,11.284491318140766
199,2,1,1,181,0,1381,78.58249687158258,95,16.417503128417422
200,0,0,0,24,0,19,6.837313030391593,24,17.16268696960841
201,0,0,0,0,0,55,11.632263691843335,15,3.3677363081566654
202,0,0,0,0,0,0,2.6800779457914206,0,-2.6800779457914206
203,1,1,0,100,0,511,41.54113491160736,49,7.458865088392642
204,0,0,1,0,0,2348,75.1875925131292,55,-20.187592513129204
205,0,0,0,0,0,197,25.577538676746997,13,-12.577538676746997
206,2,1,17,254,0,1007,72.63408677061587,61,-11.634086770615866
207,0,0,0,0,0,206,26.711734999265154,24,-2.711734999265154
208,8,3,1,857,0,1527,91.79400894373131,91,-0.7940089437313134
209,2,0,1,260,0,2125,84.40737279219935,68,-16.407372792199354
210,2,1,1,198,0,918,62.119472584406566,52,-10.119472584406566
211,0,0,0,0,0,10,4.987900930996676,0,-4.987900930996676
212,0,0,0,0,0,331,32.563227448786336,19,-13.563227448786336
213,0,0,0,30,0,384,36.73563252341946,29,-7.735632523419461
214,0,0,0,0,0,486,37.50928600680604,52,14.490713993193957
215,0,0,0,0,0,158,22.79891426724221,26,3.2010857327577895
216,2,1,1,227,0,1493,74.53144745620386,67,-7.531447456203864
217,2,1,1,338,0,1986,82.7731015769286,84,1.226898423071404
218,1,1,0,126,0,105,22.880516125881783,11,-11.880516125881783
219,3,0,0,273,0,547,50.6381163271575,53,2.3618836728425023
220,1,0,0,73,0,446,43.273149942274344,40,-3.273149942274344
221,0,0,0,0,0,228,28.331156890536555,36,7.668843109463445
222,2,0,1,155,0,1854,80.91384182023802,78,-2.9138418202380194
223,0,0,0,0,0,1162,55.07788604735136,50,-5.077886047351363
224,0,0,0,0,0,254,28.76872946795408,35,6.231270532045919
225,1,0,1,89,0,238,38.91742267053379,41,2.0825773294662113
226,0,0,0,55,0,385,35.83467058073761,46,10.165329419262392
227,0,0,0,99,0,10,3.3421827039599243,0,-3.3421827039599243
228,0,0,0,0,0,0,2.6800779457914206,7,4.319922054208579
229,2,1,2,200,0,1849,78.19486551252767,97,18.80513448747233
230,1,0,16,183,0,2033,84.6855319700034,77,-7.685531970003396
231,0,0,0,0,0,1653,64.22985580089335,67,2.770144199106653
232,0,0,0,0,0,778,48.021268303286284,60,11.978731696713716
233,0,0,0,34,0,110,19.622213702700535,27,7.3777862972994654
234,0,0,0,43,0,89,16.61939568941129,9,-7.6193956894112915
235,11,2,1,811,0,5353,98.88608908733438,100,1.1139109126656166
236,1,0,0,93,0,1817,73.16767689474605,53,-20.16767689474605
237,2,0,4,245,0,320,41.53511793842631,45,3.4648820615736895
238,0,0,0,0,0,2136,70.81522260231615,66,-4.815222602316155
239,1,0,1,143,0,415,43.60460076139777,53,9.39539923860223
240,0,0,0,24,0,242,29.08907903954331,42,12.91092096045669
241,0,0,0,47,0,267,30.269095712291588,28,-2.2690957122915876
242,0,0,0,108,0,0,3.4849649361043658,0,-3.4849649361043658
243,1,0,1,182,0,1721,76.60867804116273,64,-12.608678041162733
244,0,0,0,0,0,74,14.193568459484084,15,0.8064315405159164
245,3,0,7,364,0,1381,84.39738803806766,89,4.60261196193234
246,1,0,2,183,0,1572,79.52343731246592,82,2.4765626875340843
247,5,1,3,577,0,2336,92.59855825381192,98,5.401441746188084
248,0,0,0,31,0,919,50.537510576492686,56,5.462489423507314
249,0,0,0,82,0,70,15.59541713430443,28,12.40458286569557
250,0,0,0,46,0,1224,63.44321653376645,86,22.556783466233547
251,0,0,0,98,0,0,1.7108465233200745,0,-1.7108465233200745
252,0,0,0,0,0,0,2.6800779457914206,0,-2.6800779457914206
253,3,1,0,295,0,2718,87.10744125150322,100,12.892558748496782
254,3,1,2,268,0,2308,85.34135621317915,94,8.658643786820846
255,0,0,0,81,0,68,14.810879449536493,12,-2.8108794495364933
256,0,0,0,19,0,652,44.87902983591638,47,2.120970164083623
257,0,0,0,0,0,411,35.594108619084125,36,0.4058913809158753
258,0,0,0,33,0,0,1.3372401146368833,100,98.66275988536312
259,0,0,0,0,0,2741,74.71672917325739,90,15.283270826742609
260,4,2,14,402,0,3702,93.95539714185756,95,1.04460285814244
261,0,0,0,23,0,2182,72.18579749256871,90,17.81420250743129
262,0,0,0,0,0,229,28.331156890536555,5,-23.331156890536555
263,0,0,0,0,0,308,32.07485963475894,30,-2.074859634758937
264,0,0,0,0,0,982,53.21684795376775,75,21.783152046232253
265,0,0,0,0,0,2037,67.91402072312606,83,15.085979276873942
266,0,0,1,0,0,62,18.40520216864932,37,18.59479783135068
267,2,0,2,213,0,2680,83.89200944330956,81,-2.8920094433095613
268,0,0,0,36,0,11,5.103194461464838,32,26.896805538535162
269,0,0,0,45,0,891,51.80440738030375,36,-15.80440738030375
270,0,0,0,0,0,387,35.043938196982374,36,0.9560618030176258
271,0,0,0,0,0,1120,53.728330034546566,76,22.271669965453434
272,1,0,1,100,0,2046,76.56367389278165,71,-5.563673892781651
273,6,2,2,708,0,1299,82.24264547816367,98,15.757354521836334
274,0,0,0,0,0,0,2.6800779457914206,0,-2.6800779457914206
275,0,0,0,0,0,0,2.6800779457914206,0,-2.6800779457914206
276,0,0,0,0,0,57,11.679645521293278,3,-8.679645521293278
277,4,1,0,303,0,2120,87.40787092255333,73,-14.407870922553329
278,2,0,0,222,0,838,58.60907419613026,42,-16.60907419613026
279,2,1,0,167,0,2459,84.8408607863319,86,1.159139213668098
280,0,0,0,0,0,719,45.314961194675526,59,13.685038805324474
281,0,0,0,57,0,820,48.59317099123874,67,18.406829008761257
282,1,0,1,188,0,427,43.841046199936244,52,8.158953800063756
283,0,0,0,0,0,300,32.07485963475894,30,-2.074859634758937
284,1,0,0,189,0,225,30.57636641762641,34,3.42363358237359
285,0,0,0,0,0,173,22.79891426724221,16,-6.7989142672422105
286,5,0,6,653,0,2388,90.89158155763276,89,-1.8915815576327617
287,0,0,0,0,0,5,5.950943373934664,1,-4.950943373934664
288,0,0,0,51,0,1100,53.381835477833235,45,-8.381835477833235
289,1,1,1,204,0,504,46.59311410901475,44,-2.593114109014749
290,2,1,2,200,0,846,60.22955792748834,59,-1.2295579274883366
291,3,1,2,368,0,2482,88.2639132168148,57,-31.2639132168148
292,0,0,0,0,0,6,6.029909701480025,4,-2.029909701480025
293,1,1,3,152,0,748,54.38923784082999,43,-11.389237840829992
294,5,1,9,487,0,1738,90.87366691012203,82,-8.873666910122026
295,0,0,0,0,0,85,15.720948365825574,16,0.2790516341744258
296,0,0,0,103,0,51,15.416406748362895,7,-8.416406748362895
297,0,0,0,0,0,226,28.331156890536555,48,19.668843109463445
298,0,0,5,0,0,1061,66.74146761026789,67,0.25853238973211035
299,6,3,0,541,0,2141,89.39655082516205,100,10.603449174837948
300,5,1,1,541,0,3028,92.91986662669714,90,-2.919866626697143
301,0,0,0,0,0,24,6.799604483224347,16,9.200395516775654
302,3,1,6,221,0,1880,83.44378931742422,90,6.556210682575781
303,1,0,0,36,0,119,24.16273274472278,36,11.837267255277219
304,0,0,0,0,0,65,13.09700849468739,15,1.9029915053126096
305,0,0,0,0,0,19,5.9888037345812934,4,-1.9888037345812934
306,1,0,20,31,0,3907,90.77886935591751,91,0.22113064408249272
307,0,0,0,50,0,113,20.066939494938175,22,1.9330605050618246
308,1,0,0,100,0,305,34.41169194677405,56,21.58830805322595
309,0,0,0,0,0,0,2.6800779457914206,0,-2.6800779457914206
310,2,0,2,200,0,1081,68.77829494949403,63,-5.7782949494940254
311,0,0,0,46,0,741,46.82514901003149,59,12.174850989968512
312,1,0,0,100,0,479,40.87504291117062,59,18.124957088829383
313,1,0,7,191,0,2141,84.05611620011143,80,-4.056116200111433
314,1,1,0,100,0,1381,78.67134173597388,72,-6.671341735973883
315,0,0,0,53,0,242,29.051893525988028,33,3.948106474011972
316,0,0,0,44,0,54,12.35943689346884,3,-9.35943689346884
317,0,0,0,0,0,499,40.52112046812773,28,-12.521120468127727
318,0,0,6,0,0,1493,69.02180989711847,62,-7.021809897118473
319,0,0,0,0,0,171,22.79891426724221,12,-10.79891426724221
320,0,0,2,13,0,2119,83.17693940570021,78,-5.17693940570021
321,2,1,3,295,0,2618,87.28414220637116,89,1.7158577936288424
322,0,0,0,0,0,511,40.38403168176206,41,0.6159683182379396
323,2,1,0,277,0,1868,80.17620305555329,67,-13.176203055553287
324,0,0,0,0,0,0,2.6800779457914206,0,-2.6800779457914206
325,0,0,0,0,0,205,26.711734999265154,20,-6.711734999265154
326,1,0,0,161,0,820,51.503235892781795,62,10.496764107218205
327,0,0,0,40,0,124,19.91844777734409,14,-5.918447777344092
328,4,1,2,410,0,3020,89.83596290460632,75,-14.835962904606319
329,1,0,4,100,0,634,50.03566459177589,68,17.96433540822411
330,0,0,0,0,0,475,37.76361209804144,50,12.236387901958558
331,2,0,0,209,0,237,35.03717642347166,31,-4.0371764234716565
332,0,0,1,0,0,2655,76.52722586557675,81,4.472774134423247
333,0,0,0,0,0,3472,78.06186990064228,90,11.938130099357721
334,0,0,0,0,0,20,6.349499843591528,15,8.650500156408473
335,0,0,0,12,0,11,3.561904987285876,2,-1.561904987285876
336,4,2,4,401,0,4760,94.99220111417029,90,-4.992201114170285
337,0,0,0,0,0,89,15.353498585982454,10,-5.353498585982454
338,1,0,0,161,0,50,16.19575814925004,9,-7.1957581492500395
339,0,0,0,0,0,53,11.167237063187955,19,7.8327629368120455
340,2,0,0,200,0,30,12.257370598064329,10,-2.2573705980643286
341,2,1,0,181,0,2221,82.28082040023808,94,11.719179599761915
342,1,0,0,128,0,1157,66.0390013167881,57,-9.039001316788102
343,0,0,0,0,0,419,35.934049710994834,44,8.065950289005166
344,0,0,0,81,0,365,34.97744123968611,21,-13.977441239686108
345,2,1,6,203,0,2244,85.88203666417512,89,3.117963335824882
346,0,0,0,0,0,0,2.6800779457914206,21,18.31992205420858
347,2,0,2,120,0,707,59.413526073460574,47,-12.413526073460574
348,2,0,0,200,0,468,42.30768483505553,60,17.692315164944468
349,0,0,0,0,0,0,2.6800779457914206,0,-2.6800779457914206
350,0,0,0,0,0,478,37.76361209804144,41,3.236387901958558
351,0,0,4,0,0,1964,75.09268647994853,73,-2.092686479948526
352,6,1,2,592,0,1480,87.75899378761873,92,4.241006212381265
353,0,0,3,0,0,2481,77.68280393952057,66,-11.682803939520568
354,0,0,0,0,0,1992,69.8488142005453,75,5.151185799454694
355,0,0,1,0,0,171,27.955116770083084,32,4.044883229916916
356,6,0,4,362,0,2319,91.93582506647635,100,8.064174933523645
357,1,0,0,133,0,1452,72.896140705682,67,-5.896140705682001
358,3,1,2,304,0,1993,85.81871795458626,96,10.181282045413738
359,2,0,0,248,0,564,50.36387766105064,47,-3.363877661050637
360,0,0,0,0,0,29,7.291219128470744,2,-5.291219128470744
361,0,0,2,99,0,0,5.797436188820635,0,-5.797436188820635
362,0,0,0,0,0,51,11.167237063187955,0,-11.167237063187955
363,0,0,0,0,0,1248,64.519936391902,27,-37.51993639190199
364,6,2,0,615,0,2348,92.02072393634593,84,-8.02072393634593
365,0,0,0,0,0,119,19.73168685836574,24,4.268313141634259
366,2,0,0,198,0,782,56.96899103295913,60,3.0310089670408686
367,0,0,0,0,0,76,14.193568459484084,51,36.806431540515916
368,0,0,0,0,0,791,48.021268303286284,71,22.978731696713716
369,0,0,0,81,0,159,23.43380228037252,17,-6.433802280372522
370,2,0,2,283,0,1481,65.85293925526335,68,2.147060744736649
371,0,0,0,0,0,7,4.966730475357363,3,-1.9667304753573633
372,0,0,0,0,0,483,37.76361209804144,24,-13.763612098041442
373,1,1,4,114,0,682,54.29785679854855,52,-2.297856798548551
374,0,0,0,32,0,188,25.44900051478203,30,4.550999485217972
375,0,0,0,0,0,29,7.291219128470744,3,-4.291219128470744
376,0,0,0,26,0,1599,65.26554039889211,74,8.734459601107886
377,0,0,1,58,0,1456,68.9063602458683,50,-18.9063602458683
378,0,0,0,0,0,0,2.6800779457914206,1,-1.6800779457914206
379,0,0,3,0,0,769,55.86712277445815,0,-55.86712277445815
380,0,0,0,40,0,59,14.156531714523636,6,-8.156531714523636
381,0,0,0,21,0,0,3.205554312517379,0,-3.205554312517379
382,0,0,0,243,0,0,5.1855170508425825,0,-5.1855170508425825
383,7,2,12,726,0,1238,89.02059247711712,93,3.9794075228828802
384,0,0,0,33,0,316,32.19068247147313,50,17.80931752852687
385,0,0,0,0,0,0,2.6800779457914206,0,-2.6800779457914206
386,0,0,0,28,0,1744,69.09997542277539,94,24.900024577224613
387,0,0,0,0,0,0,2.6800779457914206,0,-2.6800779457914206
388,1,0,2,100,0,1637,75.60290492452658,80,4.397095075473416
389,1,0,0,88,0,1385,68.24429494733003,59,-9.244294947330033
390,0,0,0,0,0,0,2.6800779457914206,13,10.319922054208579
391,0,0,0,0,0,24,6.799604483224347,0,-6.799604483224347
392,2,1,0,239,0,202,34.14301041086277,24,-10.143010410862772
393,0,0,1,80,0,131,25.20039958914386,17,-8.20039958914386
394,1,0,0,136,0,1157,64.32177777987592,52,-12.321777779875916
395,0,0,0,57,0,122,19.75226449147678,17,-2.7522644914767795
396,0,0,0,0,0,52,11.167237063187955,13,1.8327629368120455
397,3,1,1,429,0,3182,87.98586334985643,78,-9.98586334985643
398,0,0,1,0,0,767,53.8286219403311,100,46.1713780596689
399,0,0,0,0,0,0,2.6800779457914206,0,-2.6800779457914206
400,0,0,0,25,0,1100,55.62278912074619,78,22.37721087925381
401,0,0,0,0,0,2189,71.77524215361473,60,-11.775242153614727
402,0,0,0,0,0,0,2.6800779457914206,3,0.31992205420857944
403,2,0,1,188,0,425,45.1861364320539,68,22.8138635679461
404,1,0,0,89,0,949,57.50631716094512,47,-10.506317160945123
405,0,0,0,0,0,5,5.950943373934664,15,9.049056626065337
406,4,3,0,379,0,795,69.08786868048874,61,-8.08786868048874
407,0,0,0,0,0,303,32.07485963475894,29,-3.074859634758937
408,0,0,0,0,0,1202,56.41300819400434,69,12.586991805995659
409,1,0,0,100,0,26,9.262593293056348,9,-0.26259329305634793
410,0,0,0,12,0,587,40.21663629988249,36,-4.216636299882488
411,0,0,0,0,0,2973,75.17667279929718,69,-6.1766727992971795
412,0,0,0,0,0,580,40.83398302096544,34,-6.833983020965441
413,0,0,0,0,0,836,49.77527656364503,65,15.22472343635497
414,0,0,0,0,0,30,7.331815266473231,2,-5.331815266473231
415,0,0,0,69,0,229,29.09667255659508,26,-3.096672556595081
416,2,1,0,209,0,328,40.32179497688653,34,-6.32179497688653
417,1,0,0,110,0,2327,76.89944230507534,71,-5.89944230507534
